"","Study_ID","Author_year","Publication_year","Country_firstAuthor","Effect_ID","Species_common","Species_Scientific","Weight_sample_g","PFAS_type","linear_total","Choice_of_9","Cooking_method","Cooking_Category","Comments_cooking","Temperature_in_Celsius","Length_cooking_time_in_s","Water","Oil","Oil_type","Volume_liquid_ml","Cohort_ID","Cohort_comment","Nc","Pooled_Nc","Unit_PFAS_conc","Mc","Mc_comment","Sc","sd","Sc_technical_biological","Ne","Pooled_Ne","Me","Me_comment","Se","Se_technical_biological","If_technical_how_many","Unit_LOD_LOQ","LOD","LOQ","Design","DataSource","Raw_data_provided","General_comments","checked"
"146","F005","DelGobbo_2008",2008,"Canada","E149","Monkfish","Lophius americanus",2199.19,"PFUnDA","NA","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",29520,"C019","NA",9,"1","ng/g",0.0270203235729541,"LOD",NA,"Not available because sample size is one.","technical",9,"1",0.39,"NA",NA,"technical","4","ng/g","0.02702032357","0.08106097072","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"147","F005","DelGobbo_2008",2008,"Canada","E150","Monkfish","Lophius americanus",2199.19,"PFOS","linear","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",29520,"C019","NA",9,"1","ng/g",1.34,"NA",NA,"Not available because sample size is one.","technical",9,"1",0.22,"NA",NA,"technical","4","ng/g","0.2333732266","0.7001196799","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"148","F005","DelGobbo_2008",2008,"Canada","E151","Octopus","Bathypolypus arcticus",1924,"PFOA","NA","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",57719,"C020","NA",15,"1","ng/g",0.78,"NA",NA,"Not available because sample size is one.","technical",15,"1",0.06,"NA",NA,"technical","3","ng/g","0.02612585327","0.0783775598","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"149","F005","DelGobbo_2008",2008,"Canada","E152","Octopus","Bathypolypus arcticus",1924,"PFNA","NA","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",57719,"C020","NA",15,"1","ng/g",1.29,"NA",NA,"Not available because sample size is one.","technical",15,"1",0.0261258532671477,"LOD",NA,"technical","3","ng/g","0.02612585327","0.0783775598","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"150","F005","DelGobbo_2008",2008,"Canada","E153","Octopus","Bathypolypus arcticus",1924,"PFDA","NA","No","Boiling","water-based","NA",100,NA,"Yes","No","NA",57719,"C020","NA",15,"1","ng/g",1.55,"NA",NA,"Not available because sample size is one.","technical",15,"1",0.0120875918748718,"LOD",NA,"technical","3","ng/g","0.01208759187","0.03626277562","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"151","F005","DelGobbo_2008",2008,"Canada","E154","Octopus","Bathypolypus arcticus",1924,"PFUnDA","NA","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",57719,"C020","NA",15,"1","ng/g",1.88,"NA",NA,"Not available because sample size is one.","technical",15,"1",1.59,"NA",NA,"technical","3","ng/g","0.02340346342","0.07021039026","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"152","F005","DelGobbo_2008",2008,"Canada","E155","Octopus","Bathypolypus arcticus",1924,"PFTeDA","NA","No","Boiling","water-based","NA",100,NA,"Yes","No","NA",57719,"C020","NA",15,"1","ng/g",2.61,"NA",NA,"Not available because sample size is one.","technical",15,"1",0.00719427809169912,"LOD",NA,"technical","3","ng/g","0.007194278092","0.02158283428","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"153","F005","DelGobbo_2008",2008,"Canada","E156","Octopus","Bathypolypus arcticus",1924,"PFOS","linear","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",57719,"C020","NA",15,"1","ng/g",0.508616305074018,"LOD",NA,"Not available because sample size is one.","technical",15,"1",0.23,"NA",NA,"technical","3","ng/g","0.5086163051","1.525848915","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"154","F005","DelGobbo_2008",2008,"Canada","E157","Red snapper","Lutjanus campechanus",921.23,"PFOS","linear","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",27637,"C021","NA",19,"1","ng/g",1.46,"NA",NA,"Not available because sample size is one.","technical",19,"1",0.21,"NA",NA,"technical","4","ng/g","0.335745729","1.007237187","Shared control","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"155","F005","DelGobbo_2008",2008,"Canada","E158","Red snapper","Lutjanus campechanus",931.65,"PFOS","linear","Yes","Frying","oil-based","NA",163,900,"No","Yes","Sesame oil",63,"C021","NA",19,"1","ng/g",1.46,"NA",NA,"Not available because sample size is one.","technical",19,"1",0.78,"NA",NA,"technical","4","ng/g","0.2127077334","0.6381232001","Shared control","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"156","F005","DelGobbo_2008",2008,"Canada","E159","Sea squirt","Diplosoma listerianum",992.32,"PFOA","NA","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",29770,"C022","NA",22,"1","ng/g",1.58,"NA",NA,"Not available because sample size is one.","technical",22,"1",1.59,"NA",NA,"technical","3","ng/g","0.03079926295","0.09239778884","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"157","F005","DelGobbo_2008",2008,"Canada","E160","Sea squirt","Diplosoma listerianum",992.32,"PFNA","NA","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",29770,"C022","NA",22,"1","ng/g",1.32,"NA",NA,"Not available because sample size is one.","technical",22,"1",0.96,"NA",NA,"technical","3","ng/g","0.004661629686","0.01398488906","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"158","F005","DelGobbo_2008",2008,"Canada","E161","Skate","Raja hyperborea",1992.57,"PFNA","NA","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",59777,"C023","NA",14,"1","ng/g",1.09,"NA",NA,"Not available because sample size is one.","technical",14,"1",0.00277091507063854,"LOD",NA,"technical","4","ng/g","0.002770915071","0.008312745212","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"159","F005","DelGobbo_2008",2008,"Canada","E162","Skate","Raja hyperborea",1992.57,"PFUnDA","NA","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",59777,"C023","NA",14,"1","ng/g",1.55,"NA",NA,"Not available because sample size is one.","technical",14,"1",1.35,"NA",NA,"technical","4","ng/g","0.01203365344","0.03610096033","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"160","F005","DelGobbo_2008",2008,"Canada","E163","Skate","Raja hyperborea",1992.57,"PFDoDA","NA","No","Boiling","water-based","NA",100,NA,"Yes","No","NA",59777,"C023","NA",14,"1","ng/g",1.33,"NA",NA,"Not available because sample size is one.","technical",14,"1",0.0255728154259493,"LOD",NA,"technical","4","ng/g","0.02557281543","0.07671844628","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"161","F005","DelGobbo_2008",2008,"Canada","E164","Skate","Raja hyperborea",1992.57,"PFTeDA","NA","No","Boiling","water-based","NA",100,NA,"Yes","No","NA",59777,"C023","NA",14,"1","ng/g",0.67,"NA",NA,"Not available because sample size is one.","technical",14,"1",0.00701743968244448,"LOD",NA,"technical","4","ng/g","0.007017439682","0.02105231905","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"162","F005","DelGobbo_2008",2008,"Canada","E165","Skate","Raja hyperborea",1992.57,"PFOS","linear","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",59777,"C023","NA",14,"1","ng/g",1.51,"NA",NA,"Not available because sample size is one.","technical",14,"1",0.88,"NA",NA,"technical","4","ng/g","0.3642166626","1.092649988","Dependent","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"163","F005","DelGobbo_2008",2008,"Canada","E166","Yellow croaker","Larimichthys polyactis",794.4,"PFUnDA","NA","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",23832,"C024","NA",35,"1","ng/g",1.57,"NA",NA,"Not available because sample size is one.","technical",35,"1",0.0179042064989941,"LOD",NA,"technical","4","ng/g","0.0179042065","0.0537126195","Shared control","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"164","F005","DelGobbo_2008",2008,"Canada","E167","Yellow croaker","Larimichthys polyactis",794.4,"PFOS","linear","Yes","Boiling","water-based","NA",100,NA,"Yes","No","NA",23832,"C024","NA",35,"1","ng/g",1.68,"NA",NA,"Not available because sample size is one.","technical",35,"1",0.89,"NA",NA,"technical","4","ng/g","0.3768854178","1.130656253","Shared control","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"165","F005","DelGobbo_2008",2008,"Canada","E168","Yellow croaker","Larimichthys polyactis",797.5,"PFUnDA","NA","Yes","Frying","oil-based","NA",163,900,"No","Yes","Sesame oil",50,"C025","NA",35,"1","ng/g",1.57,"NA",NA,"Not available because sample size is one.","technical",35,"1",2.11,"NA",NA,"technical","4","ng/g","0.0165860278","0.04975808341","Shared control","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"166","F005","DelGobbo_2008",2008,"Canada","E169","Yellow croaker","Larimichthys polyactis",797.5,"PFOS","linear","Yes","Frying","oil-based","NA",163,900,"No","Yes","Sesame oil",50,"C025","NA",35,"1","ng/g",1.68,"NA",NA,"Not available because sample size is one.","technical",35,"1",0.68,"NA",NA,"technical","4","ng/g","0.3921755285","1.176526586","Shared control","Table 3","Yes","Authors replied; scientific names of seafood species were not provided, therefore we assumed the most common local species",NA
"167","F006","Hu_2020",2020,"China","E170","Grass carp","Ctenopharyngodon idell",NA,"PFBA",NA,"No","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,"5","ng/g",6.96194225721785,"NA",7.41939072899355,"sd","biological",5,"5",5.34120734908137,"NA",1.68892530218761,"biological","Not specified","ng/g","Not provided","12.2","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.","ML"
"168","F006","Hu_2020",2020,"China","E171","Grass carp","Ctenopharyngodon idell",NA,"PFOA",NA,"Yes","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,"5","ng/g",0.20984100877193,"NA",0.156033190207131,"sd","biological",5,"5",0.267406798245614,"NA",0.0800583599500344,"biological","Not specified","ng/g","Not provided","0.226","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"169","F006","Hu_2020",2020,"China","E172","Grass carp","Ctenopharyngodon idell",NA,"PFBS",NA,"Yes","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,"5","ng/g",24.8753462603878,"NA",23.9889753390534,"sd","biological",5,"5",23.9801207743026,"NA",26.8453689779737,"biological","Not specified","ng/g","Not provided","1.01","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"170","F006","Hu_2020",2020,"China","E173","Grass carp","Ctenopharyngodon idell",NA,"PFOS",NA,"Yes","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,"5","ng/g",86.6890380313199,"NA",39.4592027212171,"sd","biological",5,"5",122.413310961969,"NA",62.4690571914642,"biological","Not specified","ng/g","Not provided","1.57","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"171","F006","Hu_2020",2020,"China","E174","Grass carp","Ctenopharyngodon idell",NA,"PFHpA",NA,"No","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,"5","ng/g",24.2980561555076,"NA",30.6129834917072,"sd","biological",5,"5",55.3995680345572,"NA",55.3995680345572,"biological","Not specified","ng/g","Not provided","0.47","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"172","F006","Hu_2020",2020,"China","E175","Grass carp","Ctenopharyngodon idell",NA,"PFDoDA",NA,"No","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,"5","ng/g",1.56803097345133,"NA",0.559953817785085,"sd","biological",5,"5",2.26769911504425,"NA",1.53341642355885,"biological","Not specified","ng/g","Not provided","0.093","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"173","F006","Hu_2020",2020,"China","E176","Grass carp","Ctenopharyngodon idell",NA,"PFHxS",NA,"Yes","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,"5","ng/g",1.80929487179487,"NA",2.38274192571393,"sd","biological",5,"5",0.868589743589743,"NA",0.303443080306827,"biological","Not specified","ng/g","Not provided","0.155","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"174","F006","Hu_2020",2020,"China","E177","Grass carp","Ctenopharyngodon idell",NA,"FOSA",NA,"Yes","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,"5","ng/g",2.599043715847,"NA",1.68892530218761,"sd","biological",5,"5",2.38387978142077,"NA",1.29041825775674,"biological","Not specified","ng/g","Not provided","0.026","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"175","F006","Hu_2020",2020,"China","E178","Grass carp","Ctenopharyngodon idell",NA,"PFBA",NA,"No","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,"5","ng/g",6.96194225721785,"NA",7.41939072899355,"sd","biological",5,"5",4.91469816272966,"NA",7.43446635121082,"biological","Not specified","ng/g","Not provided","12.2","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"176","F006","Hu_2020",2020,"China","E179","Grass carp","Ctenopharyngodon idell",NA,"PFOA",NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,"5","ng/g",0.20984100877193,"NA",0.156033190207131,"sd","biological",5,"5",0.193256578947368,"NA",0.070799847627566,"biological","Not specified","ng/g","Not provided","0.226","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"177","F006","Hu_2020",2020,"China","E180","Grass carp","Ctenopharyngodon idell",NA,"PFBS",NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,"5","ng/g",24.8753462603878,"NA",23.9889753390534,"sd","biological",5,"5",10.8230679578313,"NA",7.46067967497981,"biological","Not specified","ng/g","Not provided","1.01","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"178","F006","Hu_2020",2020,"China","E181","Grass carp","Ctenopharyngodon idell",NA,"PFOS",NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,"5","ng/g",86.6890380313199,"NA",39.4592027212171,"sd","biological",5,"5",97.734899328859,"NA",23.1725546298157,"biological","Not specified","ng/g","Not provided","1.57","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"179","F006","Hu_2020",2020,"China","E182","Grass carp","Ctenopharyngodon idell",NA,"PFHpA",NA,"No","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,"5","ng/g",24.2980561555076,"NA",30.6129834917072,"sd","biological",5,"5",13.7149028077754,"NA",23.6036054674638,"biological","Not specified","ng/g","Not provided","0.47","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"180","F006","Hu_2020",2020,"China","E183","Grass carp","Ctenopharyngodon idell",NA,"PFDoDA",NA,"No","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,"5","ng/g",1.56803097345133,"NA",0.559953817785085,"sd","biological",5,"5",2.35342920353983,"NA",2.48399314223353,"biological","Not specified","ng/g","Not provided","0.093","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"181","F006","Hu_2020",2020,"China","E184","Grass carp","Ctenopharyngodon idell",NA,"PFHxS",NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,"5","ng/g",1.80929487179487,"NA",2.38274192571393,"sd","biological",5,"5",0.650641025641025,"NA",0.10793165135428,"biological","Not specified","ng/g","Not provided","0.155","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"182","F006","Hu_2020",2020,"China","E185","Grass carp","Ctenopharyngodon idell",NA,"FOSA",NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,"5","ng/g",2.599043715847,"NA",1.68892530218761,"sd","biological",5,"5",2.25409836065574,"NA",1.24841669250934,"biological","Not specified","ng/g","Not provided","0.026","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"183","F006","Hu_2020",2020,"China","E186","Grass carp","Ctenopharyngodon idell",NA,"PFBA",NA,"No","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,"5","ng/g",6.96194225721785,"NA",7.41939072899355,"sd","biological",5,"5",7.90682414698163,"NA",9.38126788752568,"biological","Not specified","ng/g","Not provided","12.2","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"184","F006","Hu_2020",2020,"China","E187","Grass carp","Ctenopharyngodon idell",NA,"PFOA",NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,"5","ng/g",0.20984100877193,"NA",0.156033190207131,"sd","biological",5,"5",0.230811403508772,"NA",0.15414683836569,"biological","Not specified","ng/g","Not provided","0.226","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"185","F006","Hu_2020",2020,"China","E188","Grass carp","Ctenopharyngodon idell",NA,"PFBS",NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,"5","ng/g",24.8753462603878,"NA",23.9889753390534,"sd","biological",5,"5",9.86572195497212,"NA",5.80149261569666,"biological","Not specified","ng/g","Not provided","1.01","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"186","F006","Hu_2020",2020,"China","E189","Grass carp","Ctenopharyngodon idell",NA,"PFOS",NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,"5","ng/g",86.6890380313199,"NA",39.4592027212171,"sd","biological",5,"5",134.437919463087,"NA",58.0538018983599,"biological","Not specified","ng/g","Not provided","1.57","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"187","F006","Hu_2020",2020,"China","E190","Grass carp","Ctenopharyngodon idell",NA,"PFHpA",NA,"No","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,"5","ng/g",24.2980561555076,"NA",30.6129834917072,"sd","biological",5,"5",23.7041036717063,"NA",35.9297366703746,"biological","Not specified","ng/g","Not provided","0.47","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"188","F006","Hu_2020",2020,"China","E191","Grass carp","Ctenopharyngodon idell",NA,"PFDoDA",NA,"No","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,"5","ng/g",1.56803097345133,"NA",0.559953817785085,"sd","biological",5,"5",2.8733407079646,"NA",2.74700611300677,"biological","Not specified","ng/g","Not provided","0.093","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"189","F006","Hu_2020",2020,"China","E192","Grass carp","Ctenopharyngodon idell",NA,"PFHxS",NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,"5","ng/g",1.80929487179487,"NA",2.38274192571393,"sd","biological",5,"5",1.16025641025641,"NA",0.737564722562538,"biological","Not specified","ng/g","Not provided","0.155","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"190","F006","Hu_2020",2020,"China","E193","Grass carp","Ctenopharyngodon idell",NA,"FOSA",NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,"5","ng/g",2.599043715847,"NA",1.68892530218761,"sd","biological",5,"5",3.75,"NA",3.74113623614159,"biological","Not specified","ng/g","Not provided","0.026","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"191","F006","Hu_2020",2020,"China","E194","Grass carp","Ctenopharyngodon idell",NA,"PFBA",NA,"No","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,"5","ng/g",6.96194225721785,"NA",7.41939072899355,"sd","biological",5,"5",4.8490813648294,"NA",6.9303363,"biological","Not specified","ng/g","Not provided","12.2","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"192","F006","Hu_2020",2020,"China","E195","Grass carp","Ctenopharyngodon idell",NA,"PFOA",NA,"Yes","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,"5","ng/g",0.20984100877193,"NA",0.156033190207131,"sd","biological",5,"5",0.165296052631579,"NA",0.0630496015848146,"biological","Not specified","ng/g","Not provided","0.226","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"193","F006","Hu_2020",2020,"China","E196","Grass carp","Ctenopharyngodon idell",NA,"PFBS",NA,"Yes","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,"5","ng/g",24.8753462603878,"NA",23.9889753390534,"sd","biological",5,"5",7.53763053892809,"NA",1.50226318958507,"biological","Not specified","ng/g","Not provided","1.01","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"194","F006","Hu_2020",2020,"China","E197","Grass carp","Ctenopharyngodon idell",NA,"PFOS",NA,"Yes","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,"5","ng/g",86.6890380313199,"NA",39.4592027212171,"sd","biological",5,"5",121.714205816555,"NA",62.5574247299893,"biological","Not specified","ng/g","Not provided","1.57","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"195","F006","Hu_2020",2020,"China","E198","Grass carp","Ctenopharyngodon idell",NA,"PFHpA",NA,"No","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,"5","ng/g",24.2980561555076,"NA",30.6129834917072,"sd","biological",5,"5",10.097192224622,"NA",16.490245144994,"biological","Not specified","ng/g","Not provided","0.47","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"196","F006","Hu_2020",2020,"China","E199","Grass carp","Ctenopharyngodon idell",NA,"PFDoDA",NA,"No","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,"5","ng/g",1.56803097345133,"NA",0.559953817785085,"sd","biological",5,"5",2.9120575221239,"NA",3.3602780932693,"biological","Not specified","ng/g","Not provided","0.093","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"197","F006","Hu_2020",2020,"China","E200","Grass carp","Ctenopharyngodon idell",NA,"PFHxS",NA,"Yes","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,"5","ng/g",1.80929487179487,"NA",2.38274192571393,"sd","biological",5,"5",0.825320512820512,"NA",0.254219670844432,"biological","Not specified","ng/g","Not provided","0.155","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"198","F006","Hu_2020",2020,"China","E201","Grass carp","Ctenopharyngodon idell",NA,"FOSA",NA,"Yes","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,"5","ng/g",2.599043715847,"NA",1.68892530218761,"sd","biological",5,"5",2.28142076502732,"NA",0.430401821023894,"biological","Not specified","ng/g","Not provided","0.026","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
